Name,Icon Image,Photo Image,House Image,Species,Gender,Personality,Subtype,Hobby,Birthday,Catchphrase,Favorite Song,Favorite Saying,Style 1,Style 2,Color 1,Color 2,Default Clothing,Default Umbrella,Wallpaper,Flooring,Furniture List,Furniture Name List,DIY Workbench,Kitchen Equipment,Version Added,Name Color,Bubble Color,Filename,Unique Entry ID
Tabby,,,,Cat,Female,Peppy,B,Music,8/13,me-WOW,DJ K.K.,You can never have too much of a good thing!,Active,Cool,Black,Gray,4559,grape umbrella,manga-library wall,tiger-print flooring,870;1032;1759;1792;1845;1850;1929;2713;3194;3230;3251;3252;3672;3672;4003;4125,book stands;magazine rack;stack of books;cushion;simple kettle;laptop;toilet;refrigerator;ironwood low table;futon;gas range;LCD TV (50 in.);cardboard box;cardboard box;cute music player;wooden bookshelf,"3995,2_0","3251,2_0",1.0.0,#fff2bb,#ff791f,cat12,P3ouRnR3NRSch3LaC
Tad,,,,Frog,Male,Jock,A,Play,8/3,sluuuurp,Wandering,Take a leap!,Active,Simple,Yellow,Colorful,3320,watermelon umbrella,rice-paddy wall,field flooring,710;787;1120;5978;6033;7142;7345;7393,bamboo bench;tape deck;scarecrow;bamboo lunch box;outdoor picnic set;simple DIY workbench;shanty mat;pond stone,7142,717,1.0.0,#fffce9,#76b788,flg09,v74Hs9XT2zRC6gDjE
Tammi,,,,Monkey,Female,Peppy,B,Fashion,4/2,chimpy,Imperial K.K.,Always be down to monkey around!,Cute,Active,Purple,Green,9138,grape umbrella,bamboo wall,bamboo flooring,717;1606;3344;3344;3970;3971;3974;4033;6031;7282;7796;7797;10743,clay furnace;serving cart;steamer-basket set;steamer-basket set;imperial decorative shelves;imperial partition;imperial low table;traditional tea set;cherry-blossom branches;hanging scroll;imperial dining table;imperial dining chair;bamboo speaker,"3943,3_0",717,1.0.0,#9b553a,#ffd00d,mnk03,vYWvCyge46SGeHfHH
Tammy,,,,Bear cub,Female,Big Sister,A,Play,6/23,ya heard,DJ K.K.,"If a job is worth doing, do it right!",Cool,Active,Red,Purple,4343,two-tone umbrella,yellow intricate wall,giraffe-print flooring,1032;1288;3428;3490;3624;3995;3998;4003;4028;7137;7541;9311,magazine rack;fan palm;wall-mounted TV (50 in.);wooden waste bin;cute bed;cute DIY table;cute sofa;cute music player;retro radiator;wooden full-length mirror;simple small orange mat;yellow message mat,"3995,0_0","3616,3_0",1.0.0,#9b8986,#fff80d,cbr17,vw7ussv29jkjDdnJ7
Tangy,,,,Cat,Female,Peppy,B,Music,6/17,reeeeOWR,I Love You,"When life gives you lemons, make lemonade!",Simple,Cute,Green,Yellow,2706,strawberry umbrella,orange wall,green retro flooring,975;1263;2596;3288;3672;3672;3975;3975;3976;4011;4107;4127;4128;4130;4134;4378;4546;7259,fruit basket;pear wardrobe;juicy-apple TV;orange dress;cardboard box;cardboard box;orange end table;orange end table;orange wall-mounted clock;cherry speakers;infused-water dispenser;peach chair;peach surprise box;coconut wall planter;apple chair;fruit wreath;pear bed;palm-tree lamp,7142,"3616,1_0",1.0.0,#9b553a,#ffd00d,cat05,eeMEC83wHWmKuHNvh
Tank,,,,Rhinoceros,Male,Jock,B,Fitness,5/6,kerPOW,K.K. Lament,Remember to keep your core muscles engaged!,Active,Simple,Red,Green,6888,leaf umbrella,bamboo-grove wall,sandlot,3397;3398;3580;3697;4094;7153;7393,stone table;stone stool;bonsai shelf;portable radio;floating-biotope planter;cypress bathtub;pond stone,7142,717,1.0.0,#fffad4,#8bcdea,rhn00,tq4TfLyNJx7un4h2m
Tasha,,,,Squirrel,Female,Snooty,A,Fitness,11/30,nice nice,K.K. Synth,There's no such thing as a safe secret.,Elegant,Gorgeous,Beige,Gray,8433,spider umbrella,stormy-night wall,rosewood flooring,1081;3428;3445;3561;3951;4054;4129;4338;7137;7235;7337;7348;8465;10244,upright piano;wall-mounted TV (50 in.);standard umbrella stand;iron hanger stand;antique console table;rattan low table;monstera;portable record player;wooden full-length mirror;rose bed;iron entrance mat;red carpet;velvet stool;fragrance sticks,"3943,2_0","3251,4_0",1.0.0,#fffad4,#194c89,squ13,i3FzxyjfuBzy7Fnv3
Teddy,,,,Bear,Male,Jock,B,Fitness,9/26,grooof,Mr. K.K.,"No pain, no gain!",Simple,Simple,Yellow,Orange,5262,frog umbrella,cabin wall,cork flooring,1241;1288;4036;4037;4040;4041;4044;4119;4338,DIY workbench;fan palm;log decorative shelves;log wall-mounted clock;log dining table;log bed;log extra-long sofa;macrame tapestry;portable record player,"1241,1_0","3270,2_0",1.0.0,#fff2bb,#ff791f,bea00,JhB2GSBmZCpaqRGDv
Tex,,,,Penguin,Male,Smug,A,Music,10/6,picante,K.K. D&B,Rules were made to be broken.,Cool,Elegant,Black,Gray,2401,blue umbrella,ice wall,ice flooring,849;849;941;1645;1803;1804;3340;3500;3500;3505;4279;7348,amp;amp;DJ's turntable;electric guitar;drum set;electric bass;deer decoration;frozen pillar;frozen pillar;frozen counter;frozen-treat set;red carpet,"3943,4_0","3251,0_0",1.0.0,#fffad4,#194c89,pgn12,99QcysqkrEZ7ycBWs
Tia,,,,Elephant,Female,Normal,A,Nature,11/18,teacup,K.K. Bossa,Tea is a cup of life.,Cute,Elegant,Black,White,3138,blue shiny-bows parasol,café-curtain wall,brown iron-parquet flooring,915;1626;1627;1845;1866;2554;2713;3194;3251;3270;3467;3618;7236;8395,cuckoo clock;iron garden chair;iron garden table;simple kettle;menu chalkboard;double sofa;refrigerator;ironwood low table;gas range;ironwood kitchenette;tea set;cutting board;lily record player;yellow kitchen mat,"3943,2_0","3251,0_0",1.0.0,#848484,#ffffff,elp10,2SK8tjSB8JvYLgPn9
Tiansheng,,,,Monkey,Male,Jock,B,Fitness,8/18,wuwu,Imperial K.K.,The world is more swole than you will ever fully know.,Cool,Elegant,Green,Yellow,3462,red umbrella,monochromatic-tile wall,restaurant-kitchen flooring,292;292;787;957;2604;2604;3344;4109;4109;4135;12706;12710;13696;13696;13786,kitchen stove;kitchen stove;tape deck;ventilation fan;kitchen counter;kitchen counter;steamer-basket set;double-door refrigerator;double-door refrigerator;freezer;imperial pot;kitchen dishwasher;pile of cardboard boxes;pile of cardboard boxes;Chinese-style meal,"1241,4_0",292,2.0.0,#fff2bb,#ff791f,mnk09,wZkci5jynMmap9XsX
Tiffany,,,,Rabbit,Female,Snooty,B,Fashion,1/9,bunbun,K.K. Ragtime,What is cheap is most costly.,Gorgeous,Cool,Black,Red,4347,red chic umbrella,black-crown wall,red-and-black vinyl flooring,791;863;937;937;955;1087;1087;2554;3428;3428;4139;4143;7348,jukebox;billiard table;dartboard;dartboard;exit sign;pinball machine;pinball machine;double sofa;wall-mounted TV (50 in.);wall-mounted TV (50 in.);diner counter table;diner neon sign;red carpet,"3943,2_0","3616,5_0",1.0.0,#848484,#ffffff,rbt07,yhaDSkcEFYP6urwjN
Timbra,,,,Sheep,Female,Snooty,A,Education,10/21,pine nut,K.K. Love Song,Don't pine for the past.,Elegant,Gorgeous,Green,Brown,3633,melon umbrella,beige art-deco wall,dark parquet flooring,742;918;1103;3959;4036;4037;4039;4041;5975;6075;6078;6079;7134;8036,fireplace;coffee cup;rocking chair;antique wardrobe;log decorative shelves;log wall-mounted clock;log chair;log bed;traditional balancing toy;tree's bounty mobile;tree's bounty lamp;tree's bounty little tree;wooden low table;yellow Persian rug,"3943,2_0","3270,2_0",1.0.0,#fffce9,#d86808,shp10,yafB94xabfKKPPNSp
Tipper,,,,Cow,Female,Snooty,B,Fashion,8/25,pushy,Soulful K.K.,It takes two to tango.,Gorgeous,Cute,Colorful,Pink,4575,rainbow umbrella,white hallway wall,stone tile,1227;1229;1757;1875;2554;2560;2561;3165;3681;3957;4030;4338,deluxe washer;bathroom sink;claw-foot tub;grand piano;double sofa;wooden chest;floor lamp;bathrobe;piano bench;antique bed;bathroom towel rack;portable record player,"1241,4_0","3616,7_0",1.0.0,#848484,#ffffff,cow01,ZWevBdWKRpz7DC7B4
Toby,,,,Rabbit,Male,Smug,A,Music,7/10,ribbit,King K.K.,"Toby or not Toby? I don't know, I'm asking you.",Cute,Elegant,Green,Red,13181,gelato umbrella,Kerokerokeroppi wall,Kerokerokeroppi flooring,10743;12249;12249;12249;12252;12253;12254;12255;12274;12289,bamboo speaker;Kerokerokeroppi hallway;Kerokerokeroppi hallway;Kerokerokeroppi hallway;Kerokerokeroppi tray;Kerokerokeroppi snack;Kerokerokeroppi lantern;Kerokerokeroppi bridge;Kerokerokeroppi doll;Kerokerokeroppi rug,7142,717,1.9.0,#479b78,#fce229,rbt20,eC62W2PeJ76nzY4Ab
Tom,,,,Cat,Male,Cranky,B,Education,12/10,me-YOWZA,K.K. Rock,There's no use crying over spilled milk.,Cool,Simple,Black,Gray,5980,bat umbrella,shutter wall,paintball flooring,875;1189;1241;2020;2592;3697;3967;4113;4687;4759;4759;4759;7528;8417;9462,breaker;tire stack;DIY workbench;director's chair;tin bucket;portable radio;broom and dustpan;hose reel;toolbox;throwback race-car bed;throwback race-car bed;throwback race-car bed;tool cart;wall-mounted tool board;jumper work suit,"1241,0_0",3615,1.0.0,#fffce9,#0961f6,cat15,2vHKegY3XyX2DBc6G
Truffles,,,,Pig,Female,Peppy,B,Fashion,7/28,snoutie,Neapolitan,The best things in life are free.,Cute,Gorgeous,Green,Red,4423,pear umbrella,mod wall,brown honeycomb tile,1888;2561;2713;3428;3616;3952;3998;4003;7132;7536,rice cooker;floor lamp;refrigerator;wall-mounted TV (50 in.);system kitchen;antique table;cute sofa;cute music player;wooden double bed;simple medium orange mat,"3995,3_0","3616,6_0",1.0.0,#fffce9,#f993ce,pig01,3oNZnyk4zv3zJD2m5
Tucker,,,,Elephant,Male,Lazy,A,Nature,9/7,fuzzers,K.K. Safari,Time makes fossils of us all.,Active,Simple,Yellow,Orange,9626,leaf umbrella,jungle wall,swamp flooring,343;343;3398;3398;3398;4073;4093;7043;7345;10743,tiki torch;tiki torch;stone stool;stone stool;stone stool;classic pitcher;bamboo drum;Stonehenge;shanty mat;bamboo speaker,7142,717,1.0.0,#fffce9,#e8b010,elp09,96HCsK6H2c7J2ARMa
Tutu,,,,Bear,Female,Peppy,B,Fashion,9/15,twinkles,Bubblegum K.K.,Even the best of friends start out as strangers.,Cute,Simple,Pink,Red,8193,Toad parasol,pink-striped wall,red dot flooring,929;1227;3624;3995;3996;3997;3998;3999;4000;4002;4003,air conditioner;deluxe washer;cute bed;cute DIY table;cute wall-mounted clock;cute wardrobe;cute sofa;cute chair;cute tea table;cute floor lamp;cute music player,"1241,0_0","3251,1_0",1.0.0,#848484,#ffffff,bea07,HqboYio5a8bRbKtcL
Twiggy,,,,Bird,Female,Peppy,B,Fashion,7/13,cheepers,Bubblegum K.K.,It's the early bird that catches the worm!,Simple,Cute,Pink,Blue,7768,strawberry umbrella,white botanical-tile wall,gray argyle-tile flooring,331;1829;1829;3948;3971;4035;4046;4048;4051;4054;4080;4338;8137,birdbath;cypress plant;cypress plant;accessories stand;imperial partition;log garden lounge;rattan end table;rattan towel basket;rattan vanity;rattan low table;long bathtub;portable record player;nightgown,"3943,4_0","3616,0_0",1.0.0,#9b8986,#fff80d,brd03,P6sD4cQvXFHHvNcz8
Tybalt,,,,Tiger,Male,Jock,A,Play,8/19,grrrRAH,K.K. Groove,There's no excuse for half-baked potatoes.,Active,Simple,Blue,Purple,3056,blue umbrella,blue-paint wall,tiger-print flooring,1241;1452;4003;4138;4139;4141;4756;7528;7654;7845;8298;8417,DIY workbench;weight bench;cute music player;diner counter chair;diner counter table;diner sofa;throwback wall clock;tool cart;electric kick scooter;pull-up-bar stand;bunk bed;wall-mounted tool board,"1241,0_0","3616,3_0",1.0.0,#9b553a,#ffd00d,tig02,Q49mH4FY3BrgFDoyN
Ursala,,,,Bear,Female,Big Sister,A,Music,1/16,grooomph,Café K.K.,Surround yourself with things you love.,Simple,Cute,Red,Orange,4729,hydrangea umbrella,café-curtain wall,green honeycomb tile,1227;2586;2713;3270;3396;3438;3775;3943;4003;4132;7132,deluxe washer;natural garden chair;refrigerator;ironwood kitchenette;natural garden table;wooden end table;hanging terrarium;ironwood DIY workbench;cute music player;yucca;wooden double bed,"3943,4_0","3270,4_0",1.0.0,#634b4b,#f2bdc7,bea08,zodRh39TrqXPbGW49
Velma,,,,Goat,Female,Snooty,B,Education,1/14,blih,Mr. K.K.,"Work smarter, not harder.",Elegant,Gorgeous,Aqua,Purple,2784,purple chic umbrella,classic-library wall,light parquet flooring,794;1042;1058;1875;2554;2772;3681;3951;3955;3958,phonograph;metronome;music stand;grand piano;double sofa;fancy violin;piano bench;antique console table;antique vanity;antique mini table,"3943,2_0","3270,2_0",1.0.0,#fffce9,#ff6183,goa06,PkAYXk745ZHBE69a9
Vesta,,,,Sheep,Female,Normal,B,Fashion,4/16,baaaffo,Forest Life,No sweater off my back.,Simple,Cute,Orange,Red,2746,Toad parasol,white subway-tile wall,floral mosaic-tile flooring,929;1128;1227;1744;1866;2740;3443;4023;4026;4030;4046;4048;4139;4139;4338;4393;7531;8279,air conditioner;sewing machine;deluxe washer;wall clock;menu chalkboard;automatic washer;sewing project;pants press;utility sink;bathroom towel rack;rattan end table;rattan towel basket;diner counter table;diner counter table;portable record player;old-fashioned washtub;ironing board;business suitcoat,"3943,4_0",3615,1.0.0,#848484,#ffffff,shp00,pkzxW9Pmtd39TMdDH
Vic,,,,Bull,Male,Cranky,A,Fitness,12/29,cud,K.K. March,"You mess with the bull, you get the horns.",Cool,Active,Aqua,Blue,11950,bat umbrella,sea view,ship deck,791;1266;1266;3449;3449;3615;4043;4077;4077;4077;4077;4077;4077;4077;4077;4077;4077;4077;4077;4135;7800,jukebox;barrel;barrel;wooden stool;wooden stool;open-frame kitchen;log round table;party garland;party garland;party garland;party garland;party garland;party garland;party garland;party garland;party garland;party garland;party garland;party garland;freezer;protein shaker bottle,"3122,2_0",3615,1.0.0,#fffce9,#c0ab72,bul08,9ouwtyzDNP65WJv77
Victoria,,,,Horse,Female,Peppy,B,Fitness,7/11,sugar cube,K.K. Adventure,Don't put the cart before the horse.,Active,Simple,Yellow,Orange,3320,lemon umbrella,stadium wall,racetrack flooring,3675;4077;4077;4077;4077;4077;4077;4077;4077;4077;4077;4077;4077;4379;4379;4379;4379;4379;4379;4379;7264,hay bed;party garland;party garland;party garland;party garland;party garland;party garland;party garland;party garland;party garland;party garland;party garland;party garland;springy ride-on;springy ride-on;springy ride-on;springy ride-on;springy ride-on;springy ride-on;springy ride-on;champion's pennant,"3943,3_0","3270,3_0",1.0.0,#8b5f57,#d8cc39,hrs01,R5zfwZxyxaa6gue4d
Violet,,,,Gorilla,Female,Snooty,B,Fitness,9/1,sweetie,K.K. Bazaar,Pearls are a pink gorilla's best friend.,Gorgeous,Cool,Purple,Pink,4661,exquisite parasol,black botanical-tile wall,lobby flooring,1840;2554;3951;4017;4027;4030;4054;4338;6031;7235;7820;10244,whirlpool bath;double sofa;antique console table;shower set;floral swag;bathroom towel rack;rattan low table;portable record player;cherry-blossom branches;rose bed;bathrobe;fragrance sticks,"3943,2_0","3616,4_0",1.0.0,#fffce9,#ec7efc,gor07,z7N6aubfytXa7Z4Me
Vivian,,,,Wolf,Female,Snooty,A,Education,1/26,piffle,K.K. Cruisin',Onwards and upwards!,Gorgeous,Elegant,Gray,Purple,4594,raindrop umbrella,white-brick wall,dark wood-pattern flooring,928;1868;3270;3948;3951;3971;3986;4015;4027;4046;4052;4053;4054;4076;4118;4338,pot rack;desk mirror;ironwood kitchenette;accessories stand;antique console table;imperial partition;wall-mounted TV (20 in.);shower booth;floral swag;rattan end table;rattan bed;rattan armchair;rattan low table;nail-art set;magnetic knife rack;portable record player,"3943,0_0","3270,0_0",1.0.0,#fffce9,#e4b887,wol08,tWyG3bE5fwvNNGpWM
Vladimir,,,,Bear cub,Male,Cranky,B,Play,8/2,nyet,Agent K.K.,Trouble never comes alone.,Simple,Cool,Yellow,Colorful,4148,camo umbrella,chain-link fence,ramshackle flooring,144;146;146;787;1802;2553;2553;2556;3943;4081;8417,manhole cover;cone;cone;tape deck;drink machine;iron frame;iron frame;garbage pail;ironwood DIY workbench;camping cot;wall-mounted tool board,"3943,3_0","3270,3_0",1.0.0,#fffce9,#ff6183,cbr06,Eskwc34f2x6Qx6ZNT
Wade,,,,Penguin,Male,Lazy,A,Nature,10/30,so it goes,Stale Cupcakes,"Which came first, the seeds or the sunflower?",Simple,Gorgeous,Aqua,Blue,8195,rainbow umbrella,ice wall,ice flooring,2255;2264;2266;2267;2268;2269;2270;2274;3497;3503;3978;3982;3984;5150,sea butterfly;horse mackerel;sea bass;red snapper;dab;olive flounder;squid;tuna;frozen table;frozen chair;shell partition;shell fountain;shell lamp;shell speaker,7142,3615,1.0.0,#848484,#ffffff,pgn09,cy2hRtipGaiHEBPd8
Walker,,,,Dog,Male,Lazy,B,Play,6/10,wuh,Two Days Ago,"The dog wags his tail, not for you, but for your bread.",Simple,Simple,Orange,Red,3322,watermelon umbrella,yellow playroom wall,colorful tile flooring,1411;2560;2605;3438;3584;3623;3701;3702;4003;4111;4125;5543;7144,globe;wooden chest;wooden simple bed;wooden end table;study poster;toy box;study desk;study chair;cute music player;old-fashioned alarm clock;wooden bookshelf;wooden-block stool;Mom's cushion,"1241,0_0","3270,0_0",1.0.0,#848484,#ffffff,dog06,rh6PGwW3Lg6EFcfo6
Walt,,,,Kangaroo,Male,Cranky,A,Fitness,4/24,pockets,K.K. Lament,Take the good with the bad.,Cool,Cool,Black,Gray,4342,paper parasol,bamboo-grove wall,mossy-garden flooring,677;710;2754;3580;4269;7393;7452;10743,deer scare;bamboo bench;simple well;bonsai shelf;green-leaf pile;pond stone;raccoon figurine;bamboo speaker,7142,717,1.0.0,#498992,#acc8cf,kgr08,wN36ADi7MxiLNJ3Eu
Wart Jr.,,,,Frog,Male,Cranky,B,Education,8/21,grr-ribbit,Steep Hill,Age before beauty.,Simple,Simple,Blue,Purple,9199,ghost umbrella,dirt-clod wall,rush tatami,717;725;787;957;1849;3230;3554;3622;3658;3672;4106;7048;7323;7323,clay furnace;paper lantern;tape deck;ventilation fan;kotatsu;futon;bamboo candleholder;floor seat;bamboo basket;cardboard box;pendulum clock;pile of zen cushions;brown wooden-deck rug;brown wooden-deck rug,"3943,3_0",717,1.0.0,#fffce9,#d86808,flg05,HCbj4RPsBexGWd2Sy
Weber,,,,Duck,Male,Lazy,A,Nature,6/30,quaa,K.K. Fusion,Today's adults are yesterday's children.,Cool,Simple,Blue,Black,4149,blue umbrella,black perforated-board wall,cork flooring,383;846;1171;1803;1804;1875;1899;3681;3822;4121;8096,acoustic guitar;alto saxophone;synthesizer;drum set;electric bass;grand piano;autograph cards;piano bench;pro tape recorder;marimba;record box,"3943,0_0","3616,4_0",1.0.0,#fffce9,#a87850,duk11,QrbKSTR4H9tFKBofW
Wendy,,,,Sheep,Female,Peppy,B,Fashion,8/15,lambkins,Space K.K.,Every cloud has a silver lining.,Cool,Gorgeous,Red,Green,3287,watermelon umbrella,snowflake wall,simple white flooring,1145;1792;1845;2560;2713;2771;3251;3438;3467;3586;4003;4028;4111;7132;7134;7137;7346,snow globe;cushion;simple kettle;wooden chest;refrigerator;round space heater;gas range;wooden end table;tea set;magazine;cute music player;retro radiator;old-fashioned alarm clock;wooden double bed;wooden low table;wooden full-length mirror;snowflake rug,"3995,1_0","3251,1_0",1.0.0,#fffce9,#55cfff,shp09,YyW9WdsWe6EgMF4Mq
Whitney,,,,Wolf,Female,Snooty,B,Fashion,9/17,snappy,K.K. Soul,Don't cry wolf unless you mean it.,Elegant,Cool,Blue,Aqua,3387,purple chic umbrella,blue intricate wall,blue-paint flooring,742;790;1889;3428;3561;4028;4046;4049;5543;7137;7235;7349;8450;10120;10244,fireplace;hi-fi stereo;ring;wall-mounted TV (50 in.);iron hanger stand;retro radiator;rattan end table;rattan wardrobe;wooden-block stool;wooden full-length mirror;rose bed;monochromatic dotted rug;animal-print coat;vinyl round-toed pumps;fragrance sticks,"3943,2_0","3270,2_0",1.0.0,#85a2af,#bff2ff,wol03,KbixDxCFpoWTimarv
Willow,,,,Sheep,Female,Snooty,B,Fashion,11/26,bo peep,K.K. Soul,You can't fight your genes.,Cute,Gorgeous,White,Pink,4766,fairy-tale umbrella,arched-window wall,arabesque flooring,742;915;1058;1127;1449;3442;3443;3449;3951;3957;3974;4129;6078;8887;10244,fireplace;cuckoo clock;music stand;old sewing machine;cello;sturdy sewing box;sewing project;wooden stool;antique console table;antique bed;imperial low table;monstera;tree's bounty lamp;pintuck-pleated dress;fragrance sticks,"3943,2_0","3270,2_0",1.0.0,#879b96,#fff98f,shp07,HT58xc2w7ootdCRWb
Winnie,,,,Horse,Female,Peppy,B,Fashion,1/31,hay-OK,K.K. Country,"Smile, and the world smiles with you.",Cool,Simple,White,Gray,7648,eggy parasol,backyard-fence wall,backyard lawn,1157;1170;1620;1626;1626;1627;1631;3467;3509;4003;5970,brick oven;swinging bench;hammock;iron garden chair;iron garden chair;iron garden table;garden faucet;tea set;garden bench;cute music player;firewood,"3943,0_0","3251,2_0",1.0.0,#fffce9,#c0ab72,hrs05,b4HwfyvThyipScSAv
Wolfgang,,,,Wolf,Male,Cranky,B,Education,11/25,snarrrl,K.K. D&B,Don't be afraid to show your fangs.,Cool,Active,Black,Green,4207,bat umbrella,dark wooden-mosaic wall,stripe flooring,1043;3193;3194;3196;3200;3270;3271;3275;3282;3562;3818;4109;4114;4117;4338;7323;7323;7800,microwave;ironwood chair;ironwood low table;ironwood dresser;ironwood bed;ironwood kitchenette;ironwood cupboard;ironwood clock;pop-up toaster;iron wall rack;pennant;double-door refrigerator;tissue box;wood-burning stove;portable record player;brown wooden-deck rug;brown wooden-deck rug;protein shaker bottle,"3943,3_0","3270,3_0",1.0.0,#fffad4,#194c89,wol02,RbF2wcn6jRxtgLDRd
